"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1022,"CORONEL SUAREZ","Buenos Aires","Importado","2020","82","PICK-UP CABINA DOBLE","047","FORD","C52","F-150 LARIAT LUXURY 5.0L V8 4X4 AT","1","Privado","Física","CORONEL SUÁREZ","BUENOS AIRES","Masculino","1962","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1022,"CORONEL SUAREZ","Buenos Aires","Nacional","2020","30","ACOPLADO","BL","OMBU","69","ATC4E960","1","Privado","Física","CORONEL SUÁREZ","BUENOS AIRES","Masculino","1997","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1024,"CHACABUCO","Buenos Aires","Nacional","2020","31","SEMIRREMOLQUE","GU","CARROCERIAS APEZ","01","SEMIRREMOLQUE PLAYO 1+2","1","Privado","Física","CHACABUCO","BUENOS AIRES","Masculino","1958","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1024,"CHACABUCO","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","095","RENEGADE SPORT 1.8 AT6","1","Privado","Física","CHACABUCO","BUENOS AIRES","Femenino","1971","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1025,"CHASCOMUS","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","112","RENAULT","B01","CAPTUR INTENS 1.6 CVT","1","Privado","Física","CHASCOMUS","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1025,"CHASCOMUS","Buenos Aires","Importado","2020","04","RURAL 5 PUERTAS","112","RENAULT","A14","DUSTER PH2 PRIVILEGE 2.0","1","Privado","Física","CHASCOMUS","BUENOS AIRES","Femenino","1953","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1025,"CHASCOMUS","Buenos Aires","Importado","2019","05","SEDAN 5 PUERTAS","072","KIA","287","SOUL EX 1.6 A/T","1","Privado","Física","CHASCOMUS","BUENOS AIRES","Femenino","1979","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1026,"CHIVILCOY Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","024","CHEVROLET","764","ONIX 1.0T AT PREMIER","1","Privado","Física","CHIVILCOY","BUENOS AIRES","Masculino","1986","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1026,"CHIVILCOY Nº 1","Buenos Aires","Nacional","2020","20","PICK-UP","19","FORD","ZL","RANGER DC 4X4 XL 2.2L D","1","Privado","Jurídica","MOQUEHUÁ","BUENOS AIRES","No aplica","1993","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1026,"CHIVILCOY Nº 1","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","845","TORO VOLCANO 2.0 16V 4X4","1","Privado","Jurídica","CHIVILCOY","BUENOS AIRES","No aplica","2005","No aplica",100,"06",""
"INSCRIPCION INICIAL NACIONAL","2020-04-23","2020-04-23",1027,"DAIREAUX","Buenos Aires","Nacional","2020","20","PICK-UP","53","VOLKSWAGEN","6X","AMAROK DC V6 3.0L TDI 4X4 AT","1","Privado","Física","ARBOLEDAS","BUENOS AIRES","Masculino","1942","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-27","2020-04-27",1028,"DOLORES","Buenos Aires","Nacional","2020","12","SEDAN 4 PUERTAS","17","FIAT","CJ","CRONOS DRIVE 1.3 MT","1","Privado","Física","DOLORES","BUENOS AIRES","Masculino","1953","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-28","2020-04-28",1028,"DOLORES","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","98","HILUX 4X4 C/S DX 2.4 TDI 6 M/T","1","Privado","Física","CASTELLI","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1028,"DOLORES","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","047","FORD","B64","ECOSPORT FREESTYLE 1.5L MT N","1","Privado","Física","DOLORES","BUENOS AIRES","Masculino","1966","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1028,"DOLORES","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","638","POLO TRENDLINE 1.6 MSI 110CV","1","Privado","Física","CASTELLI","BUENOS AIRES","Femenino","1967","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","027","CITROEN","537","C3 VTI 115 FEEL AM20.5","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Femenino","1977","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Protocolo 21","2020","02","SEDAN 4 PUERTAS","024","CHEVROLET","760","ONIX PLUS 1.4 MT JOY","1","Privado","Física","LUIS GUILLÓN","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","AF","HILUX 4X2 C/S DX 2.4 TDI 6 M/T","1","Privado","Física","LUIS GUILLÓN","BUENOS AIRES","Masculino","1976","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Protocolo 21","2019","05","SEDAN 5 PUERTAS","024","CHEVROLET","647","ONIX 1.4 N LTZ A/T","1","Privado","Física","LUIS GUILLÓN","BUENOS AIRES","Femenino","1990","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1030,"FLORENCIO VARELA Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","670","GOL TREND TRENDLINE 1.6 GAS 101CV MQ","1","Privado","Física","ESTANISLAO SEVERO ZEBALLOS","BUENOS AIRES","Masculino","1994","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1031,"GENERAL ALVEAR","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","027","CITROEN","560","C4 CACTUS VTI 115 FEEL AM21","1","Privado","Física","GENERAL ALVEAR","BUENOS AIRES","Masculino","1958","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",1032,"GENERAL ARENALES","Buenos Aires","Nacional","2020","30","ACOPLADO","BL","OMBU","69","ATC4E960","1","Privado","Física","ARRIBEÑOS","BUENOS AIRES","Masculino","1955","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1032,"GENERAL ARENALES","Buenos Aires","Importado","2020","04","RURAL 5 PUERTAS","112","RENAULT","A17","DUSTER PH2 EXPRESSION 1.6","1","Privado","Física","ARRIBEÑOS","BUENOS AIRES","Femenino","1980","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1033,"GENERAL BELGRANO","Buenos Aires","Protocolo 21","2019","80","PICK-UP CABINA SIMPLE","024","CHEVROLET","578","S10 2.8 4X4 LS","1","Privado","Física","GENERAL BELGRANO","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1034,"GENERAL LA MADRID","Buenos Aires","Importado","1990","75","CAMION AUTOBOMBA","092","MERCEDES BENZ","770","1222","2","Público","Jurídica","LA COLINA","BUENOS AIRES","No aplica","2009","No aplica",100,"06",""
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",1034,"GENERAL LA MADRID","Buenos Aires","Nacional","2020","31","SEMIRREMOLQUE","BL","OMBU","15","SBVT3E2+1","1","Privado","Jurídica","GENERAL LA MADRID","BUENOS AIRES","No aplica","2018","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1035,"GENERAL MADARIAGA","Buenos Aires","Protocolo 21","2019","81","PICK-UP CABINA Y MEDIA","136","VOLKSWAGEN","307","SAVEIRO 1.6","1","Privado","Física","GENERAL MADARIAGA","BUENOS AIRES","Masculino","1958","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",1035,"GENERAL MADARIAGA","Buenos Aires","Nacional","2020","17","SEDAN 5 PUERTAS","34","PEUGEOT","NL","308 FELINE 1.6 HDI","1","Privado","Física","GENERAL MADARIAGA","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1035,"GENERAL MADARIAGA","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","092","RENEGADE 1.8L SPORT","1","Privado","Física","GENERAL MADARIAGA","BUENOS AIRES","Masculino","1958","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",1035,"GENERAL MADARIAGA","Buenos Aires","Nacional","2020","20","PICK-UP","19","FORD","ZV","RANGER DC 4X4 XLS MT 3.2L D","1","Privado","Física","GENERAL MADARIAGA","BUENOS AIRES","Femenino","1950","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1036,"GENERAL PINTO","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","890","2008 SPORT 1.6 THP TIPTRONIC 165 AM20","1","Privado","Física","GENERAL PINTO-CABECERA DISTRITAL","BUENOS AIRES","Masculino","1960","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1037,"GENERAL VILLEGAS","Buenos Aires","Nacional","2020","30","ACOPLADO","FY","CARBALLIDO","24","AC4EABS BARANDA VOLCABLE","1","Privado","Jurídica","9 DE JULIO","BUENOS AIRES","No aplica","1962","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1037,"GENERAL VILLEGAS","Buenos Aires","Protocolo 21","2020","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","610","R450 A6X2","1","Privado","Física","GENERAL VILLEGAS","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1037,"GENERAL VILLEGAS","Buenos Aires","Nacional","2020","34","CARRETON","BB","MARCELINI","53","SRC12N2EA","1","Privado","Física","GENERAL VILLEGAS","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1037,"GENERAL VILLEGAS","Buenos Aires","Nacional","2020","31","SEMIRREMOLQUE","GU","CARROCERIAS APEZ","02","SEMIRREMOLQUE BATEA 1+2","1","Privado","Jurídica","PIEDRITAS","BUENOS AIRES","No aplica","2008","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1037,"GENERAL VILLEGAS","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","047","FORD","B61","ECOSPORT SE 1.5L MT N","1","Privado","Física","PIEDRITAS","BUENOS AIRES","Femenino","1963","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1037,"GENERAL VILLEGAS","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","AF","HILUX 4X2 C/S DX 2.4 TDI 6 M/T","1","Privado","Jurídica","GENERAL VILLEGAS","BUENOS AIRES","No aplica","2009","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1037,"GENERAL VILLEGAS","Buenos Aires","Protocolo 21","2019","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","640","POLO COMFORTLINE PLUS 1.6 MSI 110CV AT","1","Privado","Física","GENERAL VILLEGAS","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1037,"GENERAL VILLEGAS","Buenos Aires","Nacional","2020","20","PICK-UP","53","VOLKSWAGEN","8A","AMAROK DC V6 3.0L 258 CV TDI 4X4 AT","1","Privado","Física","GENERAL VILLEGAS","BUENOS AIRES","Masculino","1962","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-23","2020-04-23",1037,"GENERAL VILLEGAS","Buenos Aires","Nacional","2020","22","FURGON","34","PEUGEOT","NS","PARTNER CONFORT 1.6 HDI 92","1","Privado","Jurídica","GENERAL VILLEGAS","BUENOS AIRES","No aplica","2001","No aplica",100,"06",""
"INSCRIPCION INICIAL NACIONAL","2020-04-23","2020-04-23",1037,"GENERAL VILLEGAS","Buenos Aires","Nacional","2020","22","FURGON","34","PEUGEOT","NS","PARTNER CONFORT 1.6 HDI 92","1","Privado","Jurídica","GENERAL VILLEGAS","BUENOS AIRES","No aplica","2001","No aplica",100,"06",""
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",1037,"GENERAL VILLEGAS","Buenos Aires","Nacional","2020","20","PICK-UP","AC","NISSAN","07","FRONTIER CD XE 2.3 D 4X4 MT","1","Privado","Jurídica","GENERAL VILLEGAS","BUENOS AIRES","No aplica","2018","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1037,"GENERAL VILLEGAS","Buenos Aires","Protocolo 21","2020","02","SEDAN 4 PUERTAS","024","CHEVROLET","760","ONIX PLUS 1.4 MT JOY","1","Privado","Física","GENERAL VILLEGAS","BUENOS AIRES","Masculino","1955","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-28","2020-04-28",1037,"GENERAL VILLEGAS","Buenos Aires","Nacional","2020","20","PICK-UP","19","FORD","ZM","RANGER DC 4X4 XLT MT 3.2L D","1","Privado","Física","BANDERALO","BUENOS AIRES","Masculino","1965","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",1067,"NUEVE DE JULIO Nº 1","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","AF","HILUX 4X2 C/S DX 2.4 TDI 6 M/T","1","Privado","Jurídica","9 DE JULIO","BUENOS AIRES","No aplica","2006","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1038,"GONZALES CHAVES","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","670","GOL TREND TRENDLINE 1.6 GAS 101CV MQ","1","Privado","Física","ADOLFO GONZALES CHAVES","BUENOS AIRES","Masculino","1995","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1038,"GONZALES CHAVES","Buenos Aires","Nacional","2020","20","PICK-UP","53","VOLKSWAGEN","7E","AMAROK DC TDI 140 CV M 4X4 EU5","1","Privado","Física","ADOLFO GONZALES CHAVES","BUENOS AIRES","Masculino","1960","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-23","2020-04-23",1039,"GUAMINI","Buenos Aires","Nacional","2020","20","PICK-UP","19","FORD","ZG","RANGER DC 4X2 XL 2.2L D","1","Privado","Física","CASBAS","BUENOS AIRES","Femenino","1973","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1039,"GUAMINI","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","902","TORO FREEDOM 1.8 16V 4X2 AT6","1","Privado","Física","CASBAS","BUENOS AIRES","Femenino","1980","PARAGUAY",100,"06","PRY"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1039,"GUAMINI","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","890","2008 SPORT 1.6 THP TIPTRONIC 165 AM20","1","Privado","Física","CASBAS","BUENOS AIRES","Femenino","1954","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",1039,"GUAMINI","Buenos Aires","Nacional","2020","20","PICK-UP","19","FORD","ZV","RANGER DC 4X4 XLS MT 3.2L D","1","Privado","Física","LAGUNA ALSINA","BUENOS AIRES","Masculino","1947","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1039,"GUAMINI","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","92","HILUX 4X4 D/C SRX 2.8 TDI 6 A/T","1","Privado","Jurídica","CASBAS","BUENOS AIRES","No aplica","2019","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1040,"HENDERSON","Buenos Aires","Protocolo 21","2018","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","638","POLO TRENDLINE 1.6 MSI 110CV","1","Privado","Física","HENDERSON","BUENOS AIRES","Masculino","1959","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1040,"HENDERSON","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","047","FORD","B64","ECOSPORT FREESTYLE 1.5L MT N","1","Privado","Física","HENDERSON","BUENOS AIRES","Femenino","1949","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1040,"HENDERSON","Buenos Aires","Importado","2020","04","RURAL 5 PUERTAS","104","PEUGEOT","826","3008 GT-LINE HDI TIPTRONIC","1","Privado","Física","HENDERSON","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-28","2020-04-28",1040,"HENDERSON","Buenos Aires","Nacional","2020","20","PICK-UP","19","FORD","ZM","RANGER DC 4X4 XLT MT 3.2L D","1","Privado","Física","HENDERSON","BUENOS AIRES","Masculino","1952","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",1040,"HENDERSON","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","AD","HILUX 4X2 D/C DX 2.4 TDI 6 M/T","1","Privado","Jurídica","HENDERSON","BUENOS AIRES","No aplica","2014","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1041,"BENITO JUAREZ","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","130","TOYOTA","A16","YARIS S 1.5 CVT","1","Privado","Física","BENITO JUÁREZ","BUENOS AIRES","Femenino","1953","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-23","2020-04-23",1041,"BENITO JUAREZ","Buenos Aires","Nacional","2019","31","SEMIRREMOLQUE","69","BONANO","BV","SEMIRREMOLQUE VOLCADOR TRASERO 2 EJES + 1 EJE DIR","1","Privado","Física","VILLA CACIQUE","BUENOS AIRES","Masculino","1965","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1041,"BENITO JUAREZ","Buenos Aires","Protocolo 21","2020","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","452","G360 A4X2","1","Privado","Jurídica","BENITO JUÁREZ","BUENOS AIRES","No aplica","2005","No aplica",100,"06",""
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1041,"BENITO JUAREZ","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","AC","HILUX 4X2 D/C SR 2.4 TDI 6 M/T","1","Privado","Física","VILLA CACIQUE","BUENOS AIRES","Masculino","1959","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1042,"JUNIN Nº 1","Buenos Aires","Protocolo 21","2020","02","SEDAN 4 PUERTAS","047","FORD","B47","KA SEDAN S","1","Privado","Física","JUNIN","BUENOS AIRES","Femenino","1983","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1042,"JUNIN Nº 1","Buenos Aires","Protocolo 21","2020","02","SEDAN 4 PUERTAS","024","CHEVROLET","770","ONIX PLUS 1.0T AT PREMIER","1","Privado","Física","JUNIN","BUENOS AIRES","Masculino","1950","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-27","2020-04-27",1042,"JUNIN Nº 1","Buenos Aires","Nacional","2020","22","FURGON","37","RENAULT","3K","KANGOO II EXPRESS EMOTION 5A 1.6 SCE","1","Privado","Física","JUNIN","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1042,"JUNIN Nº 1","Buenos Aires","Nacional","2020","22","FURGON","34","PEUGEOT","NS","PARTNER CONFORT 1.6 HDI 92","1","Privado","Física","JUNIN","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1042,"JUNIN Nº 1","Buenos Aires","Protocolo 21","2020","02","SEDAN 4 PUERTAS","136","VOLKSWAGEN","648","VIRTUS COMFORTLINE 1.6 MSI 110CV AT","1","Privado","Física","AGUSTINA","BUENOS AIRES","Femenino","1962","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",1042,"JUNIN Nº 1","Buenos Aires","Nacional","2020","31","SEMIRREMOLQUE","BL","OMBU","15","SBVT3E2+1","1","Privado","Jurídica","JUNIN","BUENOS AIRES","No aplica","2006","No aplica",100,"06",""
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",1042,"JUNIN Nº 1","Buenos Aires","Nacional","2020","31","SEMIRREMOLQUE","BL","OMBU","15","SBVT3E2+1","1","Privado","Jurídica","JUNIN","BUENOS AIRES","No aplica","2006","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1043,"LA PLATA Nº 01","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","044","FIAT","865","ARGO PRECISION 1.8","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1043,"LA PLATA Nº 01","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","882","2008 ALLURE 1.6 AM20","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1979","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1044,"LA PLATA Nº 02","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","027","CITROEN","564","C4 CACTUS VTI 115 EAT6 FEEL PACK AM21","1","Privado","Física","GONNET (LA PLATA)","BUENOS AIRES","Masculino","1948","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",1045,"LA PLATA Nº 03","Buenos Aires","Nacional","2020","12","SEDAN 4 PUERTAS","17","FIAT","CJ","CRONOS DRIVE 1.3 MT","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1045,"LA PLATA Nº 03","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","882","2008 ALLURE 1.6 AM20","1","Privado","Física","VILLA ELVIRA","BUENOS AIRES","Masculino","1959","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1046,"LA PLATA Nº 04","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","880","2008 SPORT 1.6 THP AM20","1","Privado","Física","LA PLATA","BUENOS AIRES","Femenino","1973","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1047,"LANUS Nº 1","Buenos Aires","Protocolo 21","2020","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Física","LANÚS OESTE","BUENOS AIRES","Masculino","1995","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1047,"LANUS Nº 1","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","714","STRADA ADVENTURE 1.6","1","Privado","Física","LANÚS OESTE","BUENOS AIRES","Masculino","1959","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1048,"LAPRIDA","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","95","HILUX 4X4 D/C SRV 2.8 TDI 6 M/T","1","Privado","Física","LAPRIDA","BUENOS AIRES","Masculino","1961","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1048,"LAPRIDA","Buenos Aires","Protocolo 21","2020","02","SEDAN 4 PUERTAS","130","TOYOTA","912","ETIOS XLS 1.5 6M/T","1","Privado","Física","LAPRIDA","BUENOS AIRES","Masculino","1965","ARGENTINA",100,"06","ARG"
