"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1092,"SAN NICOLAS Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","130","TOYOTA","908","ETIOS X 1.5 6M/T","1","Privado","Física","SAN NICOLÁS DE LOS ARROYOS","BUENOS AIRES","Femenino","1946","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1092,"SAN NICOLAS Nº 1","Buenos Aires","Protocolo 21","2019","92","TRACTOR C/CABINA DORMITORIO","136","VOLKSWAGEN","566","17.280 LR","1","Privado","Jurídica","SAN NICOLÁS DE LOS ARROYOS","BUENOS AIRES","No aplica","1996","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1092,"SAN NICOLAS Nº 1","Buenos Aires","Protocolo 21","2020","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","D32","AXOR 2544 LS","1","Privado","Jurídica","SAN NICOLÁS DE LOS ARROYOS","BUENOS AIRES","No aplica","2018","No aplica",100,"06",""
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",1092,"SAN NICOLAS Nº 1","Buenos Aires","Nacional","2020","17","SEDAN 5 PUERTAS","37","RENAULT","3Y","SANDERO PH2 STEPWAY INTENS 1.6","1","Privado","Física","SAN NICOLÁS DE LOS ARROYOS","BUENOS AIRES","Masculino","1954","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1094,"TANDIL Nº 1","Buenos Aires","Protocolo 21","2019","82","PICK-UP CABINA DOBLE","024","CHEVROLET","584","S10 2.8TD 4X4 LTZ A/T","1","Privado","Física","TANDIL","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-27","2020-04-27",1094,"TANDIL Nº 1","Buenos Aires","Nacional","2020","20","PICK-UP","19","FORD","ZN","RANGER DC 4X4 XLT AT 3.2L D","1","Privado","Jurídica","TANDIL","BUENOS AIRES","No aplica","2001","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1094,"TANDIL Nº 1","Buenos Aires","Protocolo 21","2020","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Física","TANDIL","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1094,"TANDIL Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","532","TAKE UP! 1.0 MPI","1","Privado","Física","TANDIL","BUENOS AIRES","Femenino","1976","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1096,"TIGRE Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","024","CHEVROLET","758","ONIX JOY BLACK 1.4 MT","1","Privado","Física","DON TORCUATO","BUENOS AIRES","Masculino","1952","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1096,"TIGRE Nº 1","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","092","RENEGADE 1.8L SPORT","1","Privado","Física","BENAVIDEZ","BUENOS AIRES","Masculino","1968","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1096,"TIGRE Nº 1","Buenos Aires","Importado","2020","04","RURAL 5 PUERTAS","104","PEUGEOT","824","3008 ALLURE THP TIPTRONIC","1","Privado","Física","COUNTRY ISLA CENTRAL NORDELTA - NORDELTA","BUENOS AIRES","Femenino","1968","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",1096,"TIGRE Nº 1","Buenos Aires","Nacional","2020","17","SEDAN 5 PUERTAS","80","HONDA","11","HR-V EXL CVT","1","Privado","Física","DON TORCUATO","BUENOS AIRES","Femenino","1996","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1096,"TIGRE Nº 1","Buenos Aires","Importado","2020","04","RURAL 5 PUERTAS","112","RENAULT","A14","DUSTER PH2 PRIVILEGE 2.0","1","Privado","Física","DON TORCUATO","BUENOS AIRES","Femenino","1980","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1097,"TORNQUIST","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","112","RENAULT","A25","DUSTER OROCH PRIVILEGE 2.0","1","Privado","Física","PELICURA","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1097,"TORNQUIST","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","876","TORO FREEDOM 2.0 16V 4X4 AT9","1","Privado","Física","TORNQUIST","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1098,"TRENQUE LAUQUEN Nº 1","Buenos Aires","Importado","2020","04","RURAL 5 PUERTAS","112","RENAULT","A15","DUSTER PH2 PRIVILEGE 1.6","1","Privado","Física","TRENQUE LAUQUEN","BUENOS AIRES","Masculino","1987","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-28","2020-04-28",1098,"TRENQUE LAUQUEN Nº 1","Buenos Aires","Nacional","2020","20","PICK-UP","19","FORD","ZG","RANGER DC 4X2 XL 2.2L D","1","Privado","Jurídica","TRENQUE LAUQUEN","BUENOS AIRES","No aplica","2009","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1098,"TRENQUE LAUQUEN Nº 1","Buenos Aires","Protocolo 21","2020","02","SEDAN 4 PUERTAS","024","CHEVROLET","760","ONIX PLUS 1.4 MT JOY","1","Privado","Física","TRENQUE LAUQUEN","BUENOS AIRES","Femenino","1988","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1098,"TRENQUE LAUQUEN Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","532","TAKE UP! 1.0 MPI","1","Privado","Física","TRENQUE LAUQUEN","BUENOS AIRES","Masculino","1981","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1098,"TRENQUE LAUQUEN Nº 1","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","92","HILUX 4X4 D/C SRX 2.8 TDI 6 A/T","1","Privado","Física","TRENQUE LAUQUEN","BUENOS AIRES","Femenino","1957","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-23","2020-04-23",1099,"TRES ARROYOS Nº 1","Buenos Aires","Nacional","2020","17","SEDAN 5 PUERTAS","37","RENAULT","3Y","SANDERO PH2 STEPWAY INTENS 1.6","1","Privado","Física","TRES ARROYOS","BUENOS AIRES","Masculino","1964","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-27","2020-04-27",1099,"TRES ARROYOS Nº 1","Buenos Aires","Nacional","2020","30","ACOPLADO","19","SOLA Y BRUSA","CR","BARANDAS VOLCABLES 4 EJES","1","Privado","Jurídica","TRES ARROYOS","BUENOS AIRES","No aplica","1982","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1100,"TRES DE FEBRERO Nº 1","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","902","TORO FREEDOM 1.8 16V 4X2 AT6","1","Privado","Física","CASEROS","BUENOS AIRES","Femenino","1965","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1100,"TRES DE FEBRERO Nº 1","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","845","TORO VOLCANO 2.0 16V 4X4","1","Privado","Jurídica","CIUDAD JARDÍN LOMAS DEL PALOMAR","BUENOS AIRES","No aplica","2012","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1100,"TRES DE FEBRERO Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","669","GOL TREND COMFORTLINE 1.6 GAS 101CV MQ","1","Privado","Física","CASEROS","BUENOS AIRES","Femenino","1987","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1100,"TRES DE FEBRERO Nº 1","Buenos Aires","Nacional","2020","12","SEDAN 4 PUERTAS","17","FIAT","CJ","CRONOS DRIVE 1.3 MT","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1100,"TRES DE FEBRERO Nº 1","Buenos Aires","Nacional","2020","22","FURGON","37","RENAULT","3J","KANGOO II EXPRESS CONFORT 1.5 DCI","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1988","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1100,"TRES DE FEBRERO Nº 1","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","092","RENEGADE 1.8L SPORT","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1953","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1101,"VEDIA","Buenos Aires","Nacional","2020","12","SEDAN 4 PUERTAS","17","FIAT","CJ","CRONOS DRIVE 1.3 MT","1","Privado","Física","JUAN BAUTISTA ALBERDI","BUENOS AIRES","Masculino","1957","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1101,"VEDIA","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","024","CHEVROLET","580","S10 2.8TD 4X2 LT","1","Privado","Jurídica","VEDIA","BUENOS AIRES","No aplica","2012","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1101,"VEDIA","Buenos Aires","Protocolo 21","2019","05","SEDAN 5 PUERTAS","047","FORD","A85","KA SE 1.5L","1","Privado","Física","JUAN BAUTISTA ALBERDI","BUENOS AIRES","Femenino","1949","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1101,"VEDIA","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","095","RENEGADE SPORT 1.8 AT6","1","Privado","Física","JUAN BAUTISTA ALBERDI","BUENOS AIRES","Masculino","1966","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1101,"VEDIA","Buenos Aires","Importado","2020","82","PICK-UP CABINA DOBLE","M20","RAM","001","RAM 1500 5.7 V8 LARAMIE 4X4","1","Privado","Física","VEDIA","BUENOS AIRES","Masculino","1989","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1102,"25 DE MAYO","Buenos Aires","Nacional","2020","20","PICK-UP","19","FORD","ZG","RANGER DC 4X2 XL 2.2L D","1","Privado","Física","AGUSTÍN MOSCONI","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-23","2020-04-23",1102,"25 DE MAYO","Buenos Aires","Nacional","2020","31","SEMIRREMOLQUE","BL","OMBU","22","STC3E2+154","1","Privado","Jurídica","DEL VALLE","BUENOS AIRES","No aplica","2006","No aplica",100,"06",""
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",1102,"25 DE MAYO","Buenos Aires","Nacional","2020","22","FURGON","34","PEUGEOT","NS","PARTNER CONFORT 1.6 HDI 92","1","Privado","Física","25 DE MAYO","BUENOS AIRES","Masculino","1994","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1102,"25 DE MAYO","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","024","CHEVROLET","579","S10 2.8TD 4X2 LS","1","Privado","Física","PEDERNALES","BUENOS AIRES","Masculino","1955","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1102,"25 DE MAYO","Buenos Aires","Nacional","2020","20","PICK-UP","19","FORD","ZG","RANGER DC 4X2 XL 2.2L D","1","Privado","Física","25 DE MAYO","BUENOS AIRES","Masculino","1983","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1103,"ZARATE Nº 1","Buenos Aires","Nacional","2020","20","PICK-UP","19","FORD","ZA","NUEVA RANGER DC 4X4 LTD AT 3.2L D","1","Privado","Física","ZÁRATE","BUENOS AIRES","Femenino","1960","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1103,"ZARATE Nº 1","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","024","CHEVROLET","776","S10 CD 2.8 TD 4X4 LT AT","1","Privado","Física","ZÁRATE","BUENOS AIRES","Masculino","1967","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1104,"BERAZATEGUI Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","669","GOL TREND COMFORTLINE 1.6 GAS 101CV MQ","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Masculino","1998","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1104,"BERAZATEGUI Nº 1","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","902","TORO FREEDOM 1.8 16V 4X2 AT6","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Masculino","1953","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",1104,"BERAZATEGUI Nº 1","Buenos Aires","Nacional","2020","22","FURGON","07","CITROEN","FP","BERLINGO FURGON VTI 115 BUSINESS AM20","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Masculino","1958","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1104,"BERAZATEGUI Nº 1","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","876","TORO FREEDOM 2.0 16V 4X4 AT9","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1104,"BERAZATEGUI Nº 1","Buenos Aires","Nacional","2020","17","SEDAN 5 PUERTAS","37","RENAULT","3G","KANGOO II STEPWAY 1.6 SCE","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Femenino","1959","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",1104,"BERAZATEGUI Nº 1","Buenos Aires","Nacional","2020","17","SEDAN 5 PUERTAS","37","RENAULT","3X","SANDERO PH2 STEPWAY ZEN 1.6","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Femenino","1973","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1104,"BERAZATEGUI Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","670","GOL TREND TRENDLINE 1.6 GAS 101CV MQ","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Femenino","1967","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1105,"CAMPANA Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","670","GOL TREND TRENDLINE 1.6 GAS 101CV MQ","1","Privado","Física","CAMPANA","BUENOS AIRES","Masculino","1970","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1105,"CAMPANA Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","862","208 FELINE 1.6 115","1","Privado","Física","CAMPANA","BUENOS AIRES","Masculino","1938","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1105,"CAMPANA Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","130","TOYOTA","A15","YARIS XLS 1.5 6M/T","1","Privado","Física","CAMPANA","BUENOS AIRES","Masculino","1966","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1105,"CAMPANA Nº 1","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","024","CHEVROLET","616","ONIX 1.4 N LT","1","Privado","Física","CAMPANA","BUENOS AIRES","Femenino","1973","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1106,"LA MATANZA Nº 02","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","638","POLO TRENDLINE 1.6 MSI 110CV","1","Privado","Física","RAMOS MEJÍA","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1106,"LA MATANZA Nº 02","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","027","CITROEN","563","C4 CACTUS VTI 115 FEEL PACK AM21","1","Privado","Física","RAMOS MEJÍA","BUENOS AIRES","Femenino","1987","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1106,"LA MATANZA Nº 02","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","047","FORD","A86","KA S 1.5L","1","Privado","Física","RAMOS MEJÍA","BUENOS AIRES","Masculino","1988","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1106,"LA MATANZA Nº 02","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","024","CHEVROLET","758","ONIX JOY BLACK 1.4 MT","1","Privado","Física","RAMOS MEJÍA","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1106,"LA MATANZA Nº 02","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","645","POLO HIGHLINE 1.6 MSI 110CV AT","1","Privado","Física","RAMOS MEJÍA","BUENOS AIRES","Masculino","1991","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1106,"LA MATANZA Nº 02","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","102","NISSAN","755","MARCH ADVANCE AT","1","Privado","Física","RAMOS MEJÍA","BUENOS AIRES","Masculino","1976","BOLIVIA",100,"06","BOL"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1110,"SAN ANDRES DE GILES","Buenos Aires","Protocolo 21","2020","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Jurídica","SAN ANDRES DE GILES","BUENOS AIRES","No aplica","2007","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1107,"LANUS Nº 2","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","027","CITROEN","560","C4 CACTUS VTI 115 FEEL AM21","1","Privado","Física","LANÚS","BUENOS AIRES","Femenino","1996","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1107,"LANUS Nº 2","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","027","CITROEN","536","C3 VTI 115 LIVE AM20.5","1","Privado","Física","LANÚS","BUENOS AIRES","Femenino","1970","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",1107,"LANUS Nº 2","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","BA","HILUX 4X4 D/C GR-S 2.8 TDI 6 A/T","1","Privado","Física","LANÚS","BUENOS AIRES","Masculino","1961","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1107,"LANUS Nº 2","Buenos Aires","Importado","2018","05","SEDAN 5 PUERTAS","G89","CHERY","037","QQ COMFORT CS","1","Privado","Física","LANÚS","BUENOS AIRES","Femenino","1962","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1108,"OLIVOS Nº 02","Buenos Aires","Protocolo 21","2020","02","SEDAN 4 PUERTAS","024","CHEVROLET","770","ONIX PLUS 1.0T AT PREMIER","1","Privado","Física","FLORIDA","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1108,"OLIVOS Nº 02","Buenos Aires","Protocolo 21","2019","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","636","FOX 1.6 CONNECT MANUAL 101 CV","1","Privado","Física","FLORIDA","BUENOS AIRES","Masculino","1973","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1109,"SALLIQUELO","Buenos Aires","Nacional","2020","20","PICK-UP","68","TOYOTA","97","HILUX 4X4 D/C DX 2.4 TDI 6 M/T","1","Privado","Física","SALLIQUELÓ","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1109,"SALLIQUELO","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","112","RENAULT","A61","CAPTUR INTENS 2.0","1","Privado","Física","SALLIQUELO","BUENOS AIRES","Masculino","1963","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1110,"SAN ANDRES DE GILES","Buenos Aires","Nacional","2020","22","FURGON","34","PEUGEOT","NV","PARTNER CONFORT 1.6","1","Privado","Jurídica","SAN ANDRÉS DE GILES","BUENOS AIRES","No aplica","2019","No aplica",100,"06",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1111,"SAN ISIDRO Nº 02","Buenos Aires","Importado","2020","05","SEDAN 5 PUERTAS","092","MERCEDES BENZ","C88","A 200 PROGRESSIVE","1","Privado","Física","SAN ISIDRO","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",1111,"SAN ISIDRO Nº 02","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","112","RENAULT","A82","KWID ICONIC 1.0","1","Privado","Física","SAN ISIDRO","BUENOS AIRES","Femenino","1991","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",1111,"SAN ISIDRO Nº 02","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","670","GOL TREND TRENDLINE 1.6 GAS 101CV MQ","1","Privado","Física","BECCAR","BUENOS AIRES","Masculino","1997","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1112,"NAVARRO","Buenos Aires","Protocolo 21","2019","05","SEDAN 5 PUERTAS","130","TOYOTA","A12","YARIS XS 1.5 6M/T","1","Privado","Física","NAVARRO","BUENOS AIRES","Femenino","1964","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",1112,"NAVARRO","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","876","TORO FREEDOM 2.0 16V 4X4 AT9","1","Privado","Física","NAVARRO","BUENOS AIRES","Masculino","1971","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",1112,"NAVARRO","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","112","RENAULT","A61","CAPTUR INTENS 2.0","1","Privado","Física","LAS MARIANAS","BUENOS AIRES","Femenino","1984","ARGENTINA",50,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","858","208 GT 1.6 THP 165","1","Privado","Física","GUERNICA","BUENOS AIRES","Masculino","1982","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","024","CHEVROLET","757","ONIX JOY 1.4 MT","1","Privado","Física","GUERNICA","BUENOS AIRES","Masculino","1998","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","887","208 IN CONCERT 1.6 115","1","Privado","Física","GUERNICA","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",1113,"SAN VICENTE","Buenos Aires","Nacional","2020","17","SEDAN 5 PUERTAS","34","PEUGEOT","NR","PARTNER PATAGONICA 1.6 HDI 92","1","Privado","Física","GUERNICA","BUENOS AIRES","Masculino","1966","PARAGUAY",50,"06","PRY"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",1113,"SAN VICENTE","Buenos Aires","Nacional","2020","12","SEDAN 4 PUERTAS","17","FIAT","CJ","CRONOS DRIVE 1.3 MT","1","Privado","Física","GUERNICA","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","112","RENAULT","A31","DUSTER OROCH DYNAMIQUE 1.6","1","Privado","Física","GUERNICA","BUENOS AIRES","Femenino","1988","PARAGUAY",100,"06","PRY"
